,2019q2,2018q4,2019q3,2019q4
WarrantsIssuedInConnectionWithPreferredOffering1,,0.0,,
NotePayableUsedToPayExpenses,,13962.0,,
PaymentsToAcquireLimitedPartnershipInterests,,486750.0,,
ProceedsFromIssuanceOfMediumTermNotes,,0.0,,
PreferredStockIssuedForCash,,0.0,,
PaymentOnNotePayableOnAcquisitionRelatedParty,,-395833.0,,
DebtSettledByCommonStockIssued,,85934.0,,
CommonStockIssuedInConversionOfPromissoryNote,,1007890.0,,
RepurchaseOfCommonStockAddedToTecPromissoryNote,,451000.0,,
ValueOfSharesIssuedToPayOffNotePayable,,375000.0,,
IssuanceOfCommonStockForPrepaymentOfInterestOnRelatedpartyNotePayable,,109000.0,,
IncreasesInConvertibleLoanNotePrincipal,,34120.0,,
PaymentsToAcquireEquityMethodInvestments,,0.0,,
NetPaymentsProceedsFromFactoringAgreement,,1616067.0,,
StockIssuedForPaymentInKindOnNotesPayable,,221024.0,,
ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans,,333503.0,,
NotesReceivableIssuedAsConsiderationForConvertibleDebenture,,90000.0,55000.0,0.0
AssetsFinancedThroughNotesPayable,,122000.0,,
TecPromissoryNotesFeesAddedToNotes,,1169000.0,,
NotesPayableIssuedInExchangeForAccountsPayable,,1049564.0,,
PurchaseOfPropertyAndVineyardDevelopmentCostsWithNotesPayable,,0.0,,
DeemedDividendOnIssuanceOfInducementShares,,1388179.0,,
SeniorDebtExtensionAndWaiverFeesAddedToDebt,,4051000.0,,
PropertyAndEquipmentFinancedThroughCapitalLeaseObligations,,0.0,,
WarrantsIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,0.0,,
InitialDerivativeLiabilityOnConvertibleNote,,286000.0,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,12000.0,0.0,
PaymentsToFromFactoringCompanyNet,,-1723000.0,,
DeemedDividendOnIssuanceOfIncentiveShares,,3120000.0,,
ReclassificationOfInventoryToPropertyAndEquipment,,210154.0,,
PlantPropertyEquipmentAcquiredWithDebt,,15431000.0,,
ConversionOfConvertibleDebtIntoCommonShares,,68673.0,,
AdditionsToAssetRetirementObligationFromNewDrilling,,0.0,29325.0,0.0
SaleOfInventoryInExchangeForNotePayable,,0.0,,
CommonStockIssuedForPartialPaymentOfUnpaidCompensation,,0.0,,
ConversionOfPreferredStockToCommonStockSeriesD,,4647.0,,
PaymentsOnAccruedInterest,,119457.0,,
PaymentOfBridgeLoanAddedToRevolvingLoan,,0.0,,
AdditionOfOilAndGasPropertiesAssetExchangeAgreement,,2876912.0,,
ChangeInEstimateOfAssetRetirementObligation,,16213.0,15695.0,39068.0
IssuanceOfCommonStockSubscribed,,25000.0,,
CommonStockIssuedSettlement,,0.0,,
ConversionOfStockAmountIssued1,,2375016.0,2247064.0,2375016.0
PropertyPlantAndEquipmentAdditions,,1898751.0,,101178.0
RepaymentsOfConvertibleDebtRelatedParty,,10000.0,,
RepaymentOfDebtThroughIssuanceOfBankLoan,,0.0,,
GainLossOnSaleOfDerivatives,,816683.0,,
DividendsDeclaredAndUnpaid,,0.0,,
NetProceedsFromPaymentsToFactoringAgreement,,1616067.0,,
DebtExchangedForPrepaidInterestOnTermLoan,,0.0,,
StockDividendOnConvertibleRedeemablePreferredStock,,1575000.0,,
ConversionOfSeriesPreferredStockToCommonStock,,0.0,,
ConvertibleNotePayableRelatedPartyConvertedToCommonStock,,0.0,,
IssuanceOfCommonStockForOilAndGasProperties,,1736429.0,,
SecuredPromissoryNotesExchangedForConvertibleNotes,,133000.0,,
ProceedsFromIncomeTaxRefunds,,0.0,0.0,0.0
ProceedsFromSaleOfSeriesBPreferredEquity,,0.0,,
StockDividendsOnSeriesCConvertibleRedeemablePreferredStock,,53000.0,,
AdditionOfAssetRetirementCostsAndObligations,,0.0,,
StockAppreciationRightsIssuedForGafiAmendment,,1277000.0,,
WarrantsIssuedWithNotesPayable,,0.0,2003227.0,
NoncashConsiderationTransferredForAcquisitionOfHealthspanResearchLlc,,0.0,,
ConversionOfAccruedSalariesAndFeesToNotesPayable,,0.0,,
WriteOffOfDeferredDebtIssuanceCost,,39310.0,,-672574.0
WarrantsIssuedInConnectionWithLeaseInterests,,77961.0,,
EquipmentAcquiredThroughCapitalLease,,399000.0,,
ValuationOfCommonStockWarrantsIssuedToSpartan,,380409.0,,
SharesIssuedUponExerciseOfWarrants,,150000.0,,0.0
ConversionOfSeriesLPreferredStockToCommonStock,,0.0,,
ConversionOfNotesPayableToCommonStock,,450700.0,,0.0
ConversionOfSeriesDPreferredStockToCommonStock,,2658.0,,
PaymentsForRepurchaseOfConvertiblePreferredStock,,1245000.0,0.0,0.0
CommonStockIssuedForReverseAcquisition,,662048.0,,
CashAndCashEquivalentsPeriodIncreaseDecreaseDiscontinuedOperations,,-9801000.0,,
PaymentsToAcquireOilAndGasPropertyAndEquipment,,446856.0,,
DividendsPaidOnPreferredStock,,-39000.0,,
LoanFeesSettledThroughCommonStock,,0.0,,
ReceivableFromDisposalOfAssetsHeldAtEscrow,,750000.0,,
DueToWorkingInterestOwnersTransferredToRelatedParty,,,,
AccountsReceivableChargedAgainstNotesPayableDailyEngageMedia,,19525.0,,
ConversionOfSeriesIPreferredStockToCommonStock,,0.0,,
ExerciseOfDerivativeLiabilities,,1379899.0,784119.0,3589357.0
FairValueOfRepricingOfWarrantsIssuedInPreviousFinancing,,0.0,,
CommonStockIssuedInNonCashSettlementOfDebt,,2322606.0,,
IncreaseOfConvertibleDebtForSettlementOfDebt,,356000.0,,
NotesReceivableForConvertibleDebentures,,90000.0,,
ConveyanceOfOilAndGasPropertiesDebtRepayment,,2052500.0,2052500.0,
ExchangeOfRelatedpartyIndebtednessForSeriesPreferredStock,,0.0,,
FairValueOfWarrantsIssuedInConnectionWithPublicOffering,,-4665683.0,,
CommonStockIssuedUponVestingOfRsus,,8201.0,,
ConversionOfSeriesJPreferredStockToCommonStock,,5379.0,,
CommonSharesExchangedForSeriesPreferredShares,,500.0,,
InsurancePoliciesFinancedByShortTermNotesPayable,,68488.0,,
CommonStockIssuedForPrepaidServicesAndLongTermLicenseAgreement,,6667.0,,
ConvertibleNotePayableConvertedToCommonStock,,0.0,,
EquipmentAcquiredThroughDebtIssuance,,52992.0,,
DistributionsRelatedParty,,0.0,,
ConversionOfSeriesKPreferredStockToCommonStock,,0.0,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,457314.0,,
PaymentOnLineOfCreditRelatedParty,,0.0,,
StockIssuedForPaymentOfInterest,,3022.0,,
NotesPayableIssuedForAcquisitionOfDailyEngageMedia,,0.0,,
CashCashEquivalentsAndShortTermInvestments,,1011000.0,737206.0,8052000.0
AccruedLiabilitiesExchangedForConvertibleNotePayable,,0.0,,
IncreaseInDirectFinancingCosts,,46599.0,,
ExchangePreferredStockSeriesFForSeriesL,,0.0,,
StockIssuedToPayExpenses,,0.0,,
AdjustmentToGoodwillForUndisclosedLiabilityAssumedInAcquisitionOfDailyEngageMedia,,0.0,,
RecognitionOfDerivativeLiabilitiesOnPreferredStockIssuance,,833000.0,,0.0
IssuanceOfCommonStockWarrantsInConnectionWithFinancingTransactions,,1521451.0,,
EstimatedFairValueOfWarrantsRecordedAsDebtDiscount,,631000.0,,
AccruedInterestOnRelatedpartyNoteConvertedToCommonStock,,0.0,,
DeemedCapitalDistributionOnAcquisitionOfCommonControlEntity,,-423648.0,,
StockIssuedDuringPeriodValueOther1,,-830000.0,,
NotesPayableIssuedForAcquisitionOfSubsidiary,,0.0,,
ExerciseOfWarrantsInLieuOfRepaymentOfRelatedpartyNotePayable,,0.0,,
PaymentsOnAdvancesFromRelatedParties,,0.0,,
IssuanceOfCommonStockInConnectionWithLetterAgreement,,0.0,,
ExchangePreferredStockSeriesGForSeriesLAmount,,0.0,,
ExchangePreferredStockSeriesHForSeriesL,,9.0,,
DebtDiscountOnRelatedpartyNotePayableAndExtensionOfWarrants,,1008610.0,,
ExchangePreferredStockSeriesLForSeriesFSeriesGAndSeriesH,,0.0,,
DeemedDividendsOnMay2017InducementShares,,0.0,,
NoncashPurchasesOfPropertyAndEquipment,,1157000.0,,
DeemedDividendsOnAugust2017InducementShares,,0.0,,
NoncashIssuanceOfStockForAcquisition,,138915000.0,,
AssumptionOfNetAssetsAndLiabilitiesForAssetAcquisitions,,2745582.0,,
EquipmentForNotesPayable,,906660.0,,
ConversionOfPreferredStockForCommonStock,,0.0,,
WarrantsAndBeneficialConversionFeatureOnIssuanceOfConvertibleDebt,,188521.0,,
DeemedDividendsOnPreferredStockExchange,,0.0,,
PurchaseOfRelatedPartyNoteReceivableInExchangeForSeriesBEquity,,0.0,,
EquityInvestmentExchangeToBeIssuedInFutureIncludedInAccountsReceivableOther,,0.0,,160000.0
CapitalLeaseInConnectionWithPurchasesOfEquipment,,0.0,,
CommonStockIssuedToPurchaseMembershipInterestIM1,,0.0,,
AffiliateNoteForEquipment,,63000.0,,
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,-764581.0,,
CommonStockIssuedToPurchaseMembershipInterestEE1,,0.0,,
NoncontrollingInterestTransfer,,950242.0,,
FairValueOfWarrantsIssuedInConnectionWithFinancingRecordedAsDerivativeLiabilitySeeNotes67,,0.0,,
PeakOneConvertibleDebenture,,50100.0,,
StrikePriceAdjustmentOnPlacementAgentWarrants,,31350.0,,
DividendsDeclared,,-3395000.0,,
ForgivenessOfAccruedManagementFee,,17840615.0,,
CommonStockIssuedForWarrantExercise,,0.0,,
CommonStockIssuedForConversionOfLineOfCredit,,773177.0,,
CommonStockIssuedAsIncentive,,0.0,,
CommonStockIssuedForConversionOfPromissoryNotes,,0.0,,
StockIssuedDuringPeriodValueWarrantsExchanged,,888418.0,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeaturePromissoryNotes,,66331.0,,
DeferredIPOCostsAcquiredViaIssuanceOfPayables,,362817.0,,
DeferredIPOCostsAcquiredViaIssuanceOfStockWarrants,,95195.0,,
BeneficialConversionFeatureOnConvertibleDebenture,,124900.0,,
DistributeEquityFromSubsidiaries,,0.0,,
StockAndWarrantsIssuedForIntangibleAssets,,0.0,,
FixedAssetsAcquiredThroughLease,,14983.0,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedWithConvertiblePromissoryNote,,620748.0,,
WarrantsIssuedForPrepaidExpenses,,0.0,,
NoncashProceedsOnSaleOfFixedAssets,,0.0,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedWithShortTermLoan,,0.0,,
IntellectualPropertyIssuedViaIssuanceOfPayables,,0.0,,
WarrantsIssuedToInitialPublicOfferingSellingAgent,,0.0,,171600.0
DebtConversionConvertedInstrumentAmount,,0.0,,
AccumulatedDepreciationOnPropertyAndEquipmentDisposed,,,86773.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,2227000.0,-1282055.0
ProceedsFromSaleOfFlightEquipment,,,2181600.0,5505400.0
GainLossOnSaleOfPropertiesNetOfApplicableIncomeTaxes,,,0.0,
AmortizationOfLeaseLiability,,,0.0,0.0
DepreciationNonproduction,,,1135584.0,
ProfitLossAttributableToNoncontrollingInterests,,,-12194.0,-105166000.0
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,,,102000.0,2164000.0
PaymentsForFlightEquipment,,,22606000.0,22702900.0
LossOnCourseDevelopmentImpairments,,,286000.0,
OtherIncome,,,392035.0,
LossOnImpairmentAndDispositionOfProperty,,,1014000.0,
GainLossContingentPaymentObligation,,,823000.0,755000.0
WarrantsIssuanceAndAmendments,,,0.0,
FinancingCostsRelatedToConvertibleDebentures,,,0.0,0.0
GainLossOnRedetermination,,,0.0,
IssuanceOfPreferredStockForServicesOrClaims,,,0.0,0.0
GainLossOnChangesInFairValue,,,-711000.0,
WarrantsIssuedReverseMerger,,,3992000.0,
ProductionRelatedImpairmentsOrCharges,,,125000.0,0.0
UnrealizedLossOnTradingSecurities,,,7856000.0,16017000.0
ChangeInFairValueofNotesPayable,,,78000.0,
GainLossOnAssumptionOfInterests,,,-3351965.0,
LitigationSettlementExpense,,,0.0,
CommonStockIssuedForPPUsReverseMerger,,,5967000.0,
AccruedInterestOnNotesPayable,,,23247.0,
AmortizationDeferredGainOnSaleleaseback,,,-150448.0,
LicensesIssuedInConnectionWithTenderOffer,,,0.0,
GainLossOnSaleOfProperty,,,15000.0,
RepaymentsOfNotesPayableSpecialFinancing,,,2127000.0,9211100.0
LossesOnExtinguishmentOfDebt,,,94388.0,
WarrantsIssuedDuringPeriodValueIssuedForServices,,,273000.0,72575.0
WarrantsIssuedInConnectionWithBackstopAgreement,,,256556.0,
CashWithdrawnFromTrustAccount,,,22099233.0,30990611.0
PaymentsToAcquireMiningAssets,,,52000.0,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssetsRelatedParties,,,144587.0,
OtherRealEstateWriteDown,,,0.0,0.0
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,,0.0,
WarrantsIssuedToInvestors,,,980314.0,310081.0
IssuanceOfWarrantsForDebtConversion,,,0.0,0.0
WriteoffOfDerivativeLiabilityToAdditionalPaidInCapital,,,0.0,537698.0
IncreaseDecreaseInBankOverdraft,,,0.0,
ProductWarrantyIncomeExpense,,,-43000.0,
IncreaseDecreaseInCashPaydownsOfLeaseLiability,,,0.0,
IncreaseDecreaseInPensionAndPostretirementObligations,,,2258.0,7406.0
InsuredEventGainLoss,,,0.0,
IncreaseDecreaseInShortTermLoans,,,6200.0,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,-1060.0,-1060.0
IncreaseDecreaseInInsuranceLiabilitiesAndOtherNoncurrentLiabilities,,,0.0,
DeferredFederalStateAndLocalTaxExpenseBenefit,,,0.0,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,,188552.0,
IncreaseDecreaseInLeasePayable,,,-13000.0,-184000.0
IssuanceOfCommonStockForInducement,,,0.0,0.0
PaymentsForSoftware,,,111241.0,
IncreaseDecreaseInDeferredrent,,,0.0,
ProceedsFromSalematurityOfInvestments,,,-1124999.0,
GoodwillImpairmentLossNetOfTax,,,0.0,
PaymentsForProceedsFromAvailableforsaleSecuritiesShortterm,,,0.0,
ProceedsFromIssuanceOfWarrants,,,5300000.0,0.0
AdvancesToDiscontinuedOperations,,,0.0,0.0
ProceedsFromShareholdersLoans,,,0.0,0.0
PaymentsToAcquireHeldToMaturitySecuritiesShortterm,,,6965000.0,
ProceedsFromConvertibleDebtRelatedParties,,,456390.0,
ProceedsFromSaleOfOtherAssetsInvestingActivities,,,50000.0,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,6500000.0,0.0
NetCashPaidInAcquisition,,,0.0,
ProceedsFromStockReceivable,,,0.0,
ProceedsFromIssuanceOfFollowOnPublicOfferingNetOfIssuanceCosts,,,0.0,
RepaymentsOfConvertibleDebtRelatedParties,,,39807.0,
ProceedsFromExerciseOfStockOptions,,,0.0,
ProceedsFromRepaymentsOfBankOverdrafts,,,0.0,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,0.0,60000.0
ProceedsFromRepurchaseOfTrustPreferredSecurities,,,0.0,
ProceedsFromSaleOfRealEstateHeldforinvestment,,,0.0,
PaymentsOfOrdinaryDividends,,,439833.0,
ProceedsFromSaleOfEquityMethodInvestments,,,311000.0,311000.0
StockIssuedDuringPeriodValueIssuedForAccountsPayable,,,30500.0,
ProceedsFromLoanPayableRelatedParty,,,0.0,
RepaymentsOfLoanPayableRelatedParty,,,8705.0,
ProceedsFromContributedCapital,,,,
StockIssuedDuringPeriodValueIssuedForStockSubscriptionFulfillment,,,0.0,
PaymentsToAcquireRestrictedCertificatesOfDeposit,,,7475000.0,
CapitalContributionToTrustAccounts,,,0.0,280000.0
InvestmentInProceedsFromMaturingOfUnrestrictedAndRestrictedTermDepositsNet,,,484000.0,
ProceedsFromWarrantAndStockOptionExercised,,,15000.0,0.0
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,,,1100000.0,
PaymentOfAcquisitionHoldbacks,,,294744.0,
IncreaseDecreaseInDeferredLiabilities,,,276016.0,0.0
PayrollTaxesPaidByWithholdingShares,,,2000.0,2000.0
ProceedsFromIssuanceOfCommonStockRight,,,2533125.0,0.0
CommonStockReservedAndRetiredInConnectionWithExcessTaxBenefitsPaid,,,-183333.0,0.0
IssuanceOfPreferredCommonStockAndWarrant,,,0.0,
PaymentsForProceedsFromDepositOnLoan,,,281000.0,
ProceedsFromRepurchaseOfSecuritiesRepurchaseAgreementObligation,,,-30436000.0,-61106000.0
ConversionOfAccruedInterestConvertibleNotesPayableRelatedPartiesIntoCommonStock,,,0.0,
StockIssuedDuringPeriodValueIssuedForInterest,,,65168.0,
IssuanceCostsRelatedToPreferredCommonStockAndWarrant,,,1294235.0,
DividendsPreferredStockCash,,,573348.0,
CashPaidForRepurchaseOfRestrictedStock,,,1.0,1.0
ProceedsFromAtthemarketOfferings,,,3000.0,
IncreaseDecreaseInWarrantyReserve,,,103287.0,0.0
ProceedsFromIssuanceOfDebtSecurities,,,9708000.0,2909000.0
PrepaidInsuranceFinancedWithNotePayable,,,39435.0,0.0
EquipmentPurchasedThroughCapitalLease,,,0.0,
InterestPaidCapitalized,,,13037.0,26234.0
IssuanceOfWarrantsInConnectionWithDebtFinancing,,,0.0,
NoncashContributionExpense,,,0.0,
RegisteredOfferingCost,,,0.0,
IssuanceOfCommonStockForPrepaidConsultingFees,,,13818.0,
ProceedsFromIssuanceOfCommonStockInConnectionWithExerciseOfKWarrants,,,0.0,
IssuanceCostsRelatingToWarrantsIssuedToPublicOfferingSellingAgent,,,0.0,0.0
ShortTermInvestments,,,9684000.0,8952907.0
ProceedsFromLoansReceived,,,-3916000.0,-3919000.0
RightofuseAssetsObtainedInExchangeForLeaseLiability,,,0.0,
IssuanceOfCommonStockForAccruedExpenses,,,0.0,
DiscountOnDerivativeFinancialInstruments,,,2011600.0,0.0
IssuanceOfCommonStockUponConversionOfAccruedInterest,,,5179000.0,0.0
IssuanceOfCommonStockForFindersFee,,,0.0,
StockIssuedDuringPeriodValueForDeferredWagesOfRelatedParties,,,0.0,
CommonStockIssuedForLeaseInterests,,,0.0,
NotePayableCancelledUponDisposalOfSubsidiary,,,315785.0,
CashPaidForDebtInducement,,,250000.0,
RepaymentOfBankLoansAndCapitalLeases,,,687000.0,
SubscriptionReceivableForSaleOfCommonStock,,,0.0,
ProceedsFromCapitalContributions,,,225000.0,225000.0
CashPayoffToTcaGlobalCreditMasterFundLp,,,1509041.0,1509041.0
CommonStockAndContingentConsiderationBusinessCombination,,,0.0,
RightOfUseAssets,,,5381180.0,5381180.0
ReclassOfDerivativeLiabilityToEquityUponConversion,,,346400.0,
WaivedProceedsFromWarrantExercises,,,0.0,
IssuanceOfCommonStockAndWarrantsForCancellationOfDebt,,,53860.0,
OperatingLeaseLiabilities,,,0.0,5381180.0
AccountsPayableAndAccruedExpensesSettledForCommonStockRelatedParties,,,0.0,
CommonStockSubscribed,,,611096.0,
SharesIssuedInConnectionWithInLicensingAgreements,,,100000.0,
PaymentsForAdvanceToSolbright,,,0.0,
LeaseLiabilityRecognizedFromRightOfUseAsset,,,0.0,
JointInterestBillingReceivableOffsetAgainstAccountsPayableRelatedParty,,,0.0,
SecurityDepositInvestingActivities,,,0.0,0.0
CommonStockIssuedForDebtConversion,,,55075000.0,0.0
AccruedLiabilityForStockBuyback,,,94000.0,496000.0
ReduceWorkingInterestsCrudeOilAndNaturalGasProperties,,,430810.0,
EquityCompensationAsConsiderationForAccruedExpenses,,,59845.0,0.0
StockBasedCompensationIncludedInAccountsPayableAndAccruedExpenses,,,0.0,
ConversionOfConvertibleNotePayableAndAccruedInterestIntoCommonStock,,,705212.0,0.0
IssuanceOfPreferredSharesInSettlementOfAccruedExpenses,,,83221.0,
DeemedDividendForWarrantDownRoundFeatureNoncashTransaction,,,0.0,
N8PreferredStockDividendsPaidOrToBePaidInCommonStock,,,768074.0,
OilAndGasPropertiesAdditionsAccruedParticipationAgreementPayableRelatedParty,,,0.0,
ConvertibleNotesLiabilityRelievedUponConversion,,,0.0,8484701.0
NoncashPreferredStockAccretion,,,23750.0,0.0
AssetsAcquiredUnderOperatingLeases,,,23040.0,0.0
EmbeddedDerivativeLiabilityRelievedUponConversion,,,189776.0,0.0
LeasePaymentsIncludedInAccountsPayable,,,434.0,
LandlordCreditsForLeaseholdImprovements,,,309450.0,
PurchaseOfAssetIncludedInContingentConsideration,,,293216.0,
DerecognitionOfLiabilityAssociatedWithStockOptionGrants,,,0.0,
ConversionOfDebtToEquity,,,5166667.0,
CapitalLeaseAndNotePayableObligationIncurredToAcquirePropertyAndEquipment,,,252493.0,
EquipmentAcquiredThroughFinanceLease,,,0.0,399000.0
OperatingLeaseRightofuseAssetObtainedInExchangeForOperatingLeaseObligations,,,0.0,
FinancingLeaseObligationIncurredForPrepaymentOfLicensingFees,,,0.0,0.0
StockIssuedForConvertibleNotePayable,,,3682502.0,0.0
ReceivableForSaleOfOilAndGasAssets,,,17449.0,
LeaseObligationsObtainedOnAdoptionOfNewLeaseStandard,,,0.0,0.0
PurchasesOfPropertyAndEquipmentFundedByFinanceLeases,,,680000.0,42000.0
StockIssuedForAccruedInterestOnConvertibleNotePayable,,,159584.0,0.0
FinancingLeaseObligationIncurredForPurchaseOfSoftware,,,143000.0,0.0
OverridingInterestRecordedAsDebtInducement,,,250000.0,
ProceedsFromOtherNotesPayable,,,173769.0,0.0
AcquisitionOfEzcloneErterprisesInc.IntangibleAssets,,,3423081.0,3423081.0
AcquisitionOfEzcloneErterprisesInc.,,,1395000.0,1395000.0
PaymentsForAdvanceToAffiliate,,,109907.0,
ConversionOfLineOfCreditRelatedPartyToEquity,,,0.0,680000.0
RepaymentsOfRevenueBasedNotesPayable,,,0.0,
NoncontrollingInterestInEzcloneEnterprisesInc.,,,1931645.0,1931645.0
DerivativeLiabilityFromWarrantIssuances,,,3512021.0,
ChangeInWarrantDerivativeLiabilityToEquityClassificationWarrantModification,,,284000.0,284000.0
IssuanceOfSeriesAPreferredStockForConversionOfDebt,,,0.0,
StockIssuedDuringPeriodValueExerciseOfBackstopWarrants,,,0.0,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,,,187090.0,788502.0
TransferToOtherRealEstate,,,249900.0,249900.0
AdditionsToAssetRetirementCost,,,5814.0,40989.0
NoncashDistributionToM2msFormerParentCompany,,,0.0,
ReductionToRelatedPartyNotePayableForAssumptionOfServiceObligationsAndConversionToMemberCapitalContribution,,,0.0,
AdditionalLiabilitiesRelatedToAssetRetirementObligation,,,5814.0,
AdvancePaymentsConvertedToEquity,,,2392441.0,
NetCashGeneratedFromContinuingOperatingActivitiesBeforeIncomeTaxPaid,,,,-9296000000.0
IncomeLossFromDiscontinuedOperations,,,,-722756.0
IncomeTaxesPaidRefundClassifiedAsOperatingActivities,,,,983000000.0
IncomeTaxAnDMPITPaid,,,,983000000.0
NetIncomeLossFromContinuingOperations,,,,-4475566.0
CashFlowsFromUsedInOperatingActivitiesContinuingOperations,,,,18309000000.0
CashFlowsFromUsedInOperatingActivitiesBeforeNonrecurringFees,,,,-180315.0
RestructuringCosts,,,,555895.0
GainLossRelatedToTaxSettlement,,,,0.0
AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLossTradeAndOtherReceivables,,,,0.0
GainLossOnPlantAcquisition,,,,1500000.0
AmortizationOfFairValueOfCommonStockIssuedForServices,,,,207300.0
LeaseholdImprovementsFundedByLandlordAndRelatedDeferredRentIncludedInAccruedExpenses,,,,75000.0
DeferredIncomeTaxExpenseBenefit1,,,,112500.0
OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,,,,-6000000.0
CapitalizedComputerSoftwareAmortization1,,,,478129.0
AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,,,,107515.0
TangibleAssetImpairmentCharges,,,,287541.0
StockSubscriptionsReceived1,,,,
AssetRetirementWriteoff,,,,0.0
StockIssuedForCharitableContributions,,,,32900.0
GuarantyFeesPaidInKind,,,,0.0
FairValueOfOptionsIssuedForServices,,,,0.0
IncreaseOfInterestInAssociatesAndJointVentures,,,,403000000.0
AmortizationOfPrepaidStockbasedExpenses,,,,110416.0
IncreaseDecreaseInDebtAccretion,,,,0.0
CapitalIncreasesContributionsToJointVenturesAndAssociates,,,,560000000.0
AmortizationOfFairValueOfWarrantsIssuedForServices,,,,25100.0
WaivedProceedsFromWarrantExercise,,,,36000.0
NetChangeInAccruedInterestPremiumsAndDiscountsOnInvestments,,,,-81000.0
GainLossOnSaleOfLoansHeldForSale,,,,1617000.0
DecreaseOfInterestInAssociatesAndJointVentures,,,,513000000.0
AmortizationOfLeaseIncentives,,,,137000.0
CapitalDecreaseContributionsToJointVenturesAndAssociates,,,,-470000000.0
DefaultPenalty,,,,0.0
OperatingLeaseImpairmentLoss,,,,72113.0
GainLossOnConversionOfNotesPayable,,,,5695.0
OperatingLeaseRightOfUseAssetIncreaseDecrease,,,,0.0
AdvancePayments,,,,346025000.0
PurchaseOfInvestmentProperty,,,,6030000000.0
ConversionGainsAndLossesOnCovertibleNotes,,,,-232565.0
PaymentForSubsidiaryAcquisitionNetOfCashAcquired,,,,107000000.0
ImpairmentOnDiscontinuedOperations,,,,3398438.0
IncreaseDecreaseInNonCashOperatingLeaseExpense,,,,-17810.0
CapitalContributionsInAssociatesAndJointVentures,,,,70777000.0
AdjustmentForAccretionExpense,,,,24680.0
GainLossOnModificationOfWarrants,,,,-876000.0
SettlementsFairValueMeasurementEntitysOwnEquityInstruments,,,,0.0
PurchaseOfAvailableforsaleFinancialAssets,,,,20526411000.0
AcquisitionImprovementsAndAdvancedPaymentsForDevelopmentsOfInvestmentProperties,,,,6032000000.0
ProceedsFromSalesOfInvestmentProperty,,,,1825000000.0
IncreaseDecreaseInLeaseLiability,,,,969100.0
PrepaidWorkersCompensation,,,,0.0
StockIssuedValueForExerciseOfWarrants,,,,0.0
GainLossOnAbandonmentOfLease,,,,0.0
LoansGrantedNet,,,,-6563000.0
AcquisitionOfPropertyPlantAndEquipment,,,,5249000000.0
PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,,,,824000000.0
IncreaseDecreaseDueFromAffiliates,,,,-209570.0
AdvancedPayments,,,,14000000.0
ProceedsFromSaleOfShortTermInvestments,,,,1068000.0
NetIincreaseOfRestrictedAssetsClassifiedAsInvestingActivities,,,,-1332000000.0
PaymentsToAcquireMarketableSecuritiesNotCategorizedAsTradingOrHeldToMaturity,,,,233000.0
AcquisitionOfIntangibleAssets,,,,838000000.0
SettlementOfNotesPayableForCash,,,,0.0
RepaymentsOfNotesPayableRelatedParties,,,,16000.0
BankOverdraft,,,,-140000.0
ProceedsFromDisposalsOfPropertyPlantAndEquipmentIntangibleAssetsOtherThanGoodwillInvestmentPropertyAndOtherNoncurrentAssets,,,,
DividendsReceivedFromSalesOfAssociatesAndJointVentures,,,,-898000000.0
PaymentsToAcquireBusinessTwoNetOfCashAcquired,,,,1123000.0
DecreaseIncreaseInRestrictedAssetsNet,,,,5056000000.0
ProceedsFromSalesOfInterestHeldInAssociatesJointVenturesAndssociates,,,,-5861000000.0
IncreaseDecreasInOperatingLeasesRightOfUseAssets,,,,18000.0
CollectionForSaleOfAssociatesAndJointVentures,,,,3812000.0
CollectionOfFinancialAssetsInterests,,,,123201000.0
DividendsCollectedFromAssociatesAndJointVentures,,,,1089000000.0
