,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,803000.0,803000.0,1353000.0,,,,,,,,,,,,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,,,,,,,,,,,,,,,,,37037.0,0.0,,237035.0,170369.0,170369.0,,170369.0,,,,,,,,,,80000.0,100000.0,120000.0,80000.0,180000.0,160000.0
DeferredRentCreditCurrent,,,,,,,,,,,,,,,,,,,,,,,,,6855.0,8345.0,8345.0,,,,,,,,,,,,,,,,
LinesOfCreditCurrent,,,,,,,,,,,,,612914.0,1210845.0,1010845.0,612914.0,,1210845.0,0.0,26549982.0,3245000.0,2800000.0,26549982.0,3250000.0,3250000.0,0.0,0.0,171000.0,3000000.0,100000.0,,1322912.0,,,,,,,,,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,,,,,203408.0,4500000.0,,4500000.0,2803000.0,81160925.0,79331930.0,79331930.0,80483964.0,82544376.0,83309095.0,978000.0,83309095.0,209000.0,880000.0,90337899.0,90337899.0,90337899.0,90337899.0,,,,,,,,,,,,
GoingConcern,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
ConstructionPayableCurrent,,,,,,,,,,,,,28564315.0,395295.0,223053.0,1521342.0,1122746.0,56475.0,712631.0,49533.0,80758.0,79238.0,,76043.0,75201.0,75201.0,,75201.0,,,,,,,17869000.0,,,26834000.0,,,,,
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
CustomerRefundLiabilityCurrent,,,,,,,,,,,,,,,,,,,,,725987000.0,724279000.0,480962000.0,725987000.0,661916000.0,600195000.0,321812000.0,661916000.0,,,,,,,,,,,,,,,
DeferredRentCreditNoncurrent,,,,,,,,,,,,,0.0,32703.0,34504.0,,0.0,30530.0,35804.0,,22699.0,20000.0,16467.0,,1714.0,4173.0,4173.0,,,,,,,,,,,,,,,,
UnsecuredLongTermDebt,,,,,,,,,,,,,,,0.0,,150000.0,150000.0,,,,,0.0,2580000.0,0.0,0.0,,,,,,,,,,,,,,,,,
SubsequentEvents,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
DeferredLicenseFeesCurrent,,,,,,,,,,,,,,,,,,,0.0,998225.0,1200764.0,1205427.0,348007.0,607571.0,348007.0,746071.0,933532.0,1336040.0,1518112.0,,,,,,,,,,,,,,
ShareToBeRefund,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-500.0,0.0,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,,,4198000.0,0.0,3395000.0,3484000.0,3737000.0,6665000.0,,,,,,,,,,,,,,,,,
RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,,,,,,,,,,,,,,,,,,,0.0,83820.0,0.0,83820.0,0.0,,83820.0,,0.0,,,,,,,,,,,,,,,,
LongTermLineOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,0.0,3000000.0,3500000.0,,,0.0,,,,,,,,,,,
TemporaryEquityCarryingAmountAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,0.0,22718963.0,27434016.0,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilityAndUncertainTaxPositionLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,237075.0,125809.0,70372.0,125809.0,364572.0,355960.0,364572.0,338736.0,330124.0,321512.0,312900.0,,,,,,,,,,,,,,
CommonStockSubscriptionsReceivable,,,,,,,,,,,,,-94708.0,-94708.0,0.0,-94708.0,-94708.0,,,-58364.0,-1791.0,-23791.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
DueToEmployeesCurrent,,,,,,,,,,,,,168567.0,9455.0,,7132.0,7132.0,11754.0,10297.0,7132.0,12450.0,10297.0,10297.0,11071.0,15787.0,12862.0,15787.0,9423.0,14439.0,26954.0,712.0,,,,,,,,,,,,
RetainedEarningsAppropriated,,,,,,,,,,,,,3992.0,3301653.0,3414514.0,3414514.0,6997530.0,3414514.0,6997530.0,3644905.0,7240218.0,3644905.0,8293281.0,8467835.0,8293281.0,4183876.0,,4247524.0,,,,,,,,,,,,,,,
RetainedEarningsUnappropriated,,,,,,,,,,,,,43633457.0,44994987.0,40438219.0,9526528.0,9526528.0,48025166.0,45859324.0,48360582.0,7613273.0,7613273.0,49894124.0,49655975.0,10929807.0,15077306.0,,10490793.0,,,,,,,,,,,,,,,
RedeemableCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21458000.0,21458000.0,21458.0,21458.0,21458.0,107672000.0,107672000.0,107672000.0,,,,,,,,,,
CashAndCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333705000.0,1010000.0,15341.0,62400000.0,6665000.0,3414000.0,3017000.0,4066588.0,1252000.0
OtherCurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,117718.0,,3000.0,,0.0,3000.0,
CurrentRestrictedCashAndCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,126000.0,500000.0,0.0,126000.0,22350000.0,,
RestrictedCashCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516203.0,569519.0,,,,,467798.0,0.0
CurrentFinancialAssetsAvailableforsale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286000.0,,0.0,252200.0,0.0,7084000.0,7084000.0,156000.0,
NoncurrentRestrictedCashAndCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12918000.0,187098.0,187098.0,13736000.0,771434.0,,,,
TradeAndOtherCurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468000.0,669000.0,2058000.0,5599000.0,4358.0,669174.0,507000.0,1824563.0,325310.0
DerivativeAssetsCurrent,,,,,,,,,,,,,57700.0,65461.0,78435.0,,2760.0,0.0,0.0,,9830.0,,,,,,,,,,,,,,,,3457.0,12007.0,,1178.0,6255.0,,6381.0
CurrentPrepaidExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449194.0,68263.0,226000.0,11400000.0,28000.0,137000.0,137515.0,49891.0,14000.0
OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974000.0,,69889000.0,7600000.0,,,,,
TangibleExplorationAndEvaluationAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9551099.0,9551099.0,,,,,,
CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81809000.0,8094663.0,21868.0,1086900000.0,665542000.0,11316000.0,314553000.0,9733618.0,3794000.0
PerformanceBonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0,,73000.0,,70000.0,65000.0,65000.0
DeferredSalesCommission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,61812.0,,77571.0,77571.0,,77571.0
PrepaidTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
NoncurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706000.0,1946390.0,792449000.0,2874100000.0,712750.0,6825999.0,302567000.0,28364974.0,374597000.0
AssetsArisingFromExplorationForAndEvaluationOfMineralResources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102182000.0,8000.0,9551099.0,95002000.0,1841966.0,22900000.0,29406000.0,28752093.0,36792000.0
PropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88816000.0,3194492.0,104432710.0,88816000.0,598000.0,1057000.0,1057000.0,350000.0,295000.0
AmountsPayableRelatedPartyTransactions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237305.0,3881185.0,,,,,,2901.0
DerivativeAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000.0,339000.0,339000.0,0.0,,,,,
TradeAndOtherCurrentPayablesToTradeSuppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387451.0,,,,151318.0,,
CurrentAccruedExpensesAndOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10363000.0,412149.0,,1277345.0,,408701.0,83559.0,1021738.0
DecommissioningLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360283.0,366517.0,,,,,,
DeferredFlowThroughSharePremium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96617.0,,,,52157.0,,
TradeAndOtherCurrentPayables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46934000.0,144982.0,796152.0,196200000.0,3720000.0,2191000.0,10764000.0,906291.0,1849326.0
ConvertibleLoanNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,477055.0,537000.0,,603201.0,,
OtherPayables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,43780000.0,45429000.0,,,
CurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31860000.0,918626.0,3572000.0,45000000.0,9594000.0,4409437.0,848309.0,1968998.0,1530251.0
Warrants,,,,,,,,,,,,,,,,,,,,1168.0,,,,,,,,,,,,,,,30901000.0,0.0,254938.0,30901000.0,,,,,
OtherNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538000.0,1959000.0,42291000.0,3787000.0,42291000.0,42291000.0,42291000.0,18785000.0,19202000.0
ConvertibleRedeemablePreferredShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354750.0,,,,3354750.0,,
ShortTermCreditFacilityAtmFunding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84778000.0,63131000.0,74181000.0,,75446000.0,75446000.0,75446000.0
OtherBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17225000.0,,8020000.0,16110000.0,16075000.0,16687000.0,16075000.0
LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7846000.0,11646000.0,303600.0,30790000.0,3776000.0,,303600.0,200000.0,
NoncurrentDerivativeFinancialLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,663000.0,1477000.0,663000.0,1229000.0,663000.0,3051000.0,3699152.0
NoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538000.0,130472000.0,3264433.0,538000.0,587000.0,145221.0,1463794.0,1293000.0,145221.0
AdvanceFromCustomersRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
AdditionalPaidinCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11411000.0,13752000.0,25870000.0,48200000.0,25950000.0,26521000.0,25950000.0,185024.0,4622624.0
IssuedCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100051000.0,124062091.0,14056459.0,827622000.0,28745992.0,824980000.0,799706000.0,855270000.0,12984796.0
OtherReserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10300000.0,22668535.0,4258213.0,,771623.0,6424470.0,4330037.0,18820000.0,58000.0
ProductWarrantyAccrualNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279831.0,2279831.0,,,,,,
AccumulatedOtherComprehensiveIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000.0,-3694000.0,-2226020.0,374000.0,-158881000.0,-157381000.0,-159637000.0,-160531000.0,-89368.0
ReserveOfSharebasedPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18560000.0,6745535.0,17130110.0,,18820000.0,,26045000.0,7763393.0,
EquityAttributableToOwnersOfParent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212437000.0,,-11358000.0,2732600000.0,-247305.0,-40967000.0,-16608000.0,-15001000.0,-16608000.0
ReserveForBrokersCompensationWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294166.0,,,,286000.0,,
RetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63218000.0,-97023000.0,-78030629.0,202503000.0,-7191633.0,-715344000.0,-715344000.0,-59315152.0,-38676639.0
NoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-11908000.0,740000.0,1838941.0,11152000.0,1000000.0,15451000.0,16898000.0
Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214304000.0,1546000.0,473346000.0,582485000.0,8165734.0,59169394.0,82857000.0,32385000.0,15255641.0
EquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516343000.0,28081016.0,121932188.0,2685157000.0,49701.0,41849000.0,43663000.0,128024585.0,63724052.0
RedeemableNonControllingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606000.0,3884000.0,3606000.0,24153000.0,24224000.0,24313000.0,24139000.0,,
TradingSecuritiesCost,,,,,,,,,,,,,1870648.0,1054984.0,,766331.0,,,779097.0,,766331.0,,710297.0,,,,779097.0,,,,511672.0,,,,651580.0,,,795765.0,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,,,,1893.0,1893.0,3149.0,3585.0,3796.0,3585.0,4330.0,3585.0,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationProvedOilAndGasProperties,,,,,,,,,,,,,21686442.0,21768281.0,,22084028.0,22084028.0,22734228.0,,22989672.0,22989672.0,23376865.0,,,,,,,,,,,,,,,,,,,,,
UnamoritzedDiscounts,,,,,,,,,,,,,,,,14638.0,15689.0,14638.0,,5455.0,0.0,5455.0,,0.0,,,,,,,,,,,,,,,,,,,
WebsiteDevelopmentCostsNetAmortization,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesNetOfDiscounts,,,,,,,,,,,,,0.0,19455.0,,0.0,0.0,0.0,,394530.0,590015.0,590015.0,,,,,,,,,,,,,,,,,,,,,
InvestmentsFairValueDisclosure,,,,,,,,,,,,,1321989.0,2531644.0,,260434.0,,,260434.0,,260434.0,,81012.0,,,,81012.0,,,,81012.0,,,,5160000.0,,,471723.0,,,,,
NotePayableNetOfDiscounts,,,,,,,,,,,,,66812.0,0.0,,0.0,0.0,417924.0,,256023.0,0.0,256023.0,,,,,,,,,,,,,,,,,,,,,
SubscriptionReceivable,,,,,,,,,,,,,,30000.0,0.0,30000.0,30000.0,,,,50000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,,,,,
ConcentrateSettlementReceivables,,,,,,,,,,,,,,,,,,,363000.0,1885000.0,4000.0,1164000.0,,268000.0,,,,,,,,,,,,,,,,,,,
OilAndGasJointInterestBillingReceivablesCurrent,,,,,,,,,,,,,30176.0,91929.0,,30315.0,30315.0,11158.0,,30315.0,12505.0,3595.0,,,,,,,,,,,,,,,,,,,,,
DebenturePayableRelatedPartiesNetOfDiscounts,,,,,,,,,,,,,,,,1057045.0,1195561.0,250897.0,,0.0,0.0,59246.0,,,,,,,,,,,,,,,,,,,,,
CounterGuaranteeReceivable,,,,,,,,,,,,,,236850.0,,0.0,237771.0,0.0,237771.0,245483.0,0.0,245483.0,0.0,,,,,,,,,,,,,,,,,,,,
CommonStockIssuableShares,,,,,,,,,,,,,,,,,,,,0.0,25550000.0,0.0,,,,,,,,,,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,,,,,,,52250.0,,,,32197.0,32197.0,0.0,32197.0,0.0,,,,,,,,,,,,,,,,,,,,,
TemporaryEquityParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,0.001,0.001,0.001,,0.01,,,,,0.01,,,,0.01,,,,,,,,,,,
DueFromOfficersOrStockholdersCurrent,,,,,,,,,,,,,,,,,,8695.0,8695.0,8695.0,8695.0,8695.0,,0.0,,,,,,8099.0,,0.0,145138.0,,,,,,,,,,
WebsiteDevelopmentCosts,,,,,,,,,,,,,,,,0.0,5500.0,5500.0,5500.0,0.0,5500.0,,,,,,,,,,,,,,,,,,,,,,
InventoryCrudeOilProductsAndMerchandise,,,,,,,,,,,,,26909.0,26484.0,,22112.0,21931.0,25509.0,,20833.0,20833.0,20833.0,,,,,,,,,,,,,,,,,,,,,
DeferredCostsNoncurrent,,,,,,,,,,,,,126000.0,,,98000.0,98000.0,98000.0,,42000.0,14000.0,0.0,42000.0,,,0.0,,42000.0,,,,,,,,,,,,,,,
UnamortizedDebtIssuanceExpense,,,,,,,,,,,,,,,,,,,0.0,307120.0,307120.0,246436.0,226208.0,205980.0,,,,,,,,,,,,,,,,,,,
TemporaryEquitySharesAuthorized,,,,,,,,,,,,,,,,,,,50000000.0,50000000.0,50000000.0,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,,,,,,,,136546.0,197000.0,,,,,,,,,,,,,,,,,,,,,
OtherReceivableFromTerminationOfLeaseNet,,,,,,,,,,,,,,,,0.0,8932029.0,9298922.0,8932029.0,0.0,8932029.0,,,,,,,0.0,,,,,,,,,,,,,,,
QuasiReorganizationStatedCapitalReducedByAnAccumulatedDeficit,,,,,,,,,,,,,2015495.0,2015495.0,,2015495.0,2015495.0,2015495.0,,2015495.0,2015495.0,2015495.0,,,,,,,,,,,,,,,,,,,,,
UnprovedOilAndNaturalGasProperties,,,,,,,,,,,,,613222.0,571796.0,,677641.0,661641.0,661641.0,,740266.0,724266.0,724266.0,,,,,,,,,,,,,,,,,,,,,
DebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,128879.0,0.0,0.0,128879.0,0.0,,,,0.0,551218.0,551218.0,,,,,,,,,,,,,,
DueFromAffiliateNoncurrent,,,,,,,,,,,,,,202302.0,,,,,,,5500000.0,5500000.0,,,,,,5850000.0,,,,,,,,,,,,,,,
OtherReceivablesFromTerminationOfLeaseNet,,,,,,,,,,,,,,,14431733.0,6046218.0,0.0,1887261.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CommonStockIssuable,,,,,,,,,,,,,,,,,,,,0.0,0.0,135.0,,,,,,,,,,,,,,,,,,,,,
AccruedRentCurrent,,,,,,,,,,,,,,,,6351.0,6351.0,6351.0,6351.0,6351.0,6351.0,6351.0,6351.0,,,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,,,,,,,,,,,108140.0,150849000.0,146573.0,17500.0,146573.0,208796.0,138217.0,108186000.0,138478.0,,,,,,,185764.0,,,,,,,,,,,,,
ConvertibleDebenturesSubscriptionsReceived,,,,,,,,,,,,,,,,0.0,350000.0,350000.0,350000.0,350000.0,95000.0,112250.0,95000.0,,,,,,,,,,,,,,,,,,,,
StockWarrants,,,,,,,,,,,,,,,,,,,0.0,72388.0,95737.0,72388.0,,,,,,,,,,,,,,,,,,,,,
StockPayable,,,,,,,,,,,,,1220000.0,,,-57000.0,,,,,46584.0,0.0,,,,,,,,,,,,,,,,,,,,,1000000.0
DerivativeLiabilityConvertibleDebenturesNoncurrent,,,,,,,,,,,,,,,,,,0.0,0.0,8581363.0,2833987.0,2833987.0,0.0,,,,,,,,,,,,,,,,,,,,
InsuranceNotePayable,,,,,,,,,,,,,48163.0,58485.0,,39275.0,0.0,39275.0,,31102.0,31102.0,31102.0,,,,,,,,,,,,,,,,,,,,,
ConstructionPayableCurrentAndNoncurrent,,,,,,,,,825787.0,,,,894750.0,849267.0,,859386.0,846063.0,872136.0,,846063.0,376297.0,376297.0,,,,,,,,,,,,,,,,,,,,,
AdvanceRent,,,,,,,,,,,,,,,,,,,715398.0,715398.0,0.0,,715398.0,,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,,,389452.0,578744.0,691876.0,578744.0,578744.0,,,,,,,,,,,,,,,,,,,,
DividendPaid,,,,,,,,,,,,,,,,,,,,,-46750.0,-260500.0,,,,,,,,,,,,,,,,,,,,,
DiscountOnConvertiblePromissoryNotes,,,,,,,,,,,,,,,,0.0,,2067989.0,2123151.0,1475247.0,,2797850.0,1372291.0,1489384.0,,1044031.0,,,,,,,,,,,,,,,,,
CommonStockSubjectToPossibleConversionOrTender,,,,,,,,,,,,,,7101632.0,7088364.0,7088364.0,7039629.0,6961688.0,6894133.0,,,,,,,,,,,,,,,,,,,,,,,,
DiscountOnConvertiblePromissoryNoteCurrent,,,,,,,,,,,,,,,575901.0,398612.0,162668.0,0.0,118883.0,135835.0,,,,,,,,,,,,,,,,,,,,,,,
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,284989.0,284989.0,,,,,,,,,,,,,,,,,,,,,,,,
PreferredStockRedemptionAmount,,,,,,,,,,,,,,,,,,,500000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,15399826.0,17171460.0,0.0,,,267.0,,,,,,,,603.0,556.0,,646.0,824.0,661.0,824.0,,,,,,14529.0,,,,
RestrictedInvestments,,,,,,,,,,,,,,,,0.0,350000.0,0.0,350000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
DepositsandPrepaidExpenses,,,,,,,,,,,,,,,,,,27666.0,27666.0,,,,,,,,,,,,,,,,,,,,,,,,
InvestmentOwnedAtFairValueCurrent,,,,,,,,,,,,,,,,,0.0,0.0,7478799.0,1482395.0,,,,,,,,,,,,,,,,,,,,,,,
RealEstateHeldforsale,,,,,,,,,,,,,,,,,,,640000.0,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,350.0,123834.0,,,,,,,,,,,,,,,,,,,,,,,
CommonStockReservedForIssuance,,,,,,,,,,,,,,17120.0,17120.0,2264.0,2264.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,,,378000.0,,3096003.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ProjectAssets,,,,,,,,,,,,,,,,,,3477920.0,3477920.0,,,,,,,,,,,,,,,,,,,,,,,,
StockDeposits,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MogollonOptionPayments,,,,,,,,,,,,,,,0.0,0.0,761914.0,811914.0,761914.0,761914.0,,876509.0,0.0,876509.0,,,,,,,,,,,,,,,,,,,
CounterGuaranteeReceivableNoncurrent,,,,,,,,,,,,,235676.0,236850.0,,237771.0,242691.0,237771.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,
NotesAndLoansReceivableGrossCurrent,,,,,,,,,,,,,3375988.0,3352514.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockSubjectToConversionOrTender,,,,,,,,,,,,,,,74427822.0,74146328.0,73916105.0,73097724.0,74427822.0,,,,,,,,,,,,,,,,,,,,,,,,
CustomerRelationshipNet,,,,,,,,,,,,,314429.0,194241.0,550316.0,74766.0,19056.0,74766.0,74766.0,,,,,,,,,,,,,,,,,,,,,,,,
AmountDueFromNonControllingInterest,,,,,,,,,,,,,,,,,,,1572699.0,,,,,,,,,,,,,,,,,,,,,,,,
VariableShareFowardContract,,,,,,,,,,,,,,,,,,231762.0,268601.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NotesPayable,,,,,,,,,,,,,,,,,,103653.0,7516069.0,78653.0,,,,,,,,,,,,,,,,,,,,,,,
DueFromOfficersOrStockholdersNoncurrent,,,,,,,,,,,,,,,,,,,-275508.0,,,,,,,,,,,,,,,,,,,,,,,,
RetentionPayableDueOneYearOrLess,,,,,,,,,,,,,,8089704.0,8089704.0,5119939.0,8089704.0,8089704.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CumulativeEarningsDeficit,,,,,,,,,,,,,,,,,,,-47422847.0,,,,,,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,30000.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,,
GuaranteeObligationsCurrentCarryingValue,,,,,,,,,,,,,3359873.0,3359873.0,3359873.0,3359873.0,3359873.0,3359873.0,3359873.0,3359873.0,,135000000.0,125000000.0,135000000.0,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilities,,,,,,,,,,,,,1685772.0,1074380.0,,2825752.0,0.0,616695.0,0.0,616695.0,,,,,,,,,,,,,,,127930000.0,172433.0,,188200000.0,372616.0,197314.0,18273000.0,245813.0,145221.0
PayableToJinan,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationNonCurrent,,,,,,,,,,,,,,,,,,,389452.0,,,,,,,,,,,,,,,,,,,,,,,,
LoansReceivableNet,,,,,,,,,,,,,,,,,,,,,,,877500.0,,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountConvertibleNotesPayableNonCurrent,,,,,,,,,,,,,,,,,,,,,,,0.0,206101.0,,,,,,,,,,,,,,,,,,,
LegalTrustAccount,,,,,,,,,,,,,,,,,,,,,,,21671.0,0.0,,,,,,,,,,,,,,,,,,,
SeriesAPreferredStockParValue,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
BillsReceivable,,,,,,,,,,,,,247338.0,6685200.0,,1531772.0,9913668.0,9913668.0,,1097025.0,,,358273.0,,,,,358273.0,,,,,,,,,,,,,,,
SeriesAPreferredStockSharesAuthorized,,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,
SeriesAPreferredStockSharesIssued,,,,,,,,,,,,,,,,,,,,,,,3777496.0,,,,,,,,,,,,,,,,,,,,
SeriesAPreferredStockSharesOutstanding,,,,,,,,,,,,,,,,,,,,,,,3777496.0,,,,,,,,,,,,,,,,,,,,
CommonStockVirurlIncParValue,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
AssetsHeldForSaleOtherNoncurrent,,,,,,,,,,,,,739000.0,0.0,739000.0,,,,,,,0.0,20270434.0,,,,,,,,,,,,,,,,,,,,
LiabilitiesOfAssetsHeldForSale,,,,,,,,,,,,,,,,,29569144.0,,,250000.0,,59245.0,0.0,,,,,,,,,,,,,,,,,,,,
CommonStockVirurlIncSharesAuthorized,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,,,,,,,,,,,,,,,,,,,,,,,26984000.0,,,,0.0,0.0,,,,,,,,,,,,,,,
