,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
CommonSharesIssuedForConsultingExpenses,,,,,,,,,,390510.0,0.0,15895.0,0.0,406405.0,406405.0,15895.0,406405.0,406405.0,0.0,406405.0,406405.0,,,,,,,,,,,,,,,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,-37036.0,-212707.0,-10254.0,8335.0,-3046771.0,0.0,-12974.0,-299982.0,-666327.0,449000.0,-330402.0,-3000.0,289000.0,3563.0,-1402479.0,-3841.0,269000.0,-2.0,13093.0,-1799000.0,-33000.0,-518723.0,35642.0,-43990.0,-27264.0,,-5108.0,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,5000.0,10000.0,,-350.0,0.0,57000.0,-115742.0,-959.0,10032.0,0.0,0.0,-11500.0,0.0,0.0,0.0,0.0,-9873.0,64000.0,-1669923.0,0.0,-16102.0,0.0,296000.0,23664.0,-124930.0,98000.0,-49.0,0.0,0.0,-71000.0,3061.0,1260.0,26067.0,-3767.0,1260.0,95000.0,-40000.0
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,10000.0,349910.0,109316.0,931939.0,80000.0,0.0,934715.0,0.0,80000.0,3861.0,20333.0,349910.0,0.0,70095.0,19259.0,22947.0,457518.0,270576.0,414370.0,33000.0,33000.0,137369.0,226436.0,,79049.0,137369.0,295000.0,556330.0,0.0,295000.0,,295000.0,295000.0,,
MarketableSecuritiesUnrealizedGainLoss,,,,,,,,,,0.0,0.0,53830.0,0.0,53830.0,-420000.0,-760000.0,-1020000.0,0.0,0.0,0.0,0.0,0.0,-90000.0,,135.0,0.0,0.0,,0.0,,,,4248.0,,,,,,,,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,,,,0.0,19161.0,1042329.0,-43826.0,-4191.0,-17119.0,541000.0,-9153.0,29121.0,24771.0,0.0,-31486.0,-1538213.0,9605.0,19570708.0,50224378.0,581671.0,52634.0,117041.0,49198396.0,4467.0,-11925.0,-905.0,581671.0,0.0,0.0,-583124.0,-33654245.0,,-9691.0,,,11505.0,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,10957000.0,-2648000.0,3568000.0,-3248000.0,19044000.0,-2648000.0,-11664302.0,52276.0,15795000.0,-7869515.0,-11664302.0,-228000.0,29994.0,4818000.0,-10889088.0,23101000.0,-402.0,26114165.0,101447000.0,-11063323.0,7315000.0,-3379000.0,-36360661.0,17278000.0,13847000.0,15211000.0,15767000.0,1027370.0,-14351000.0,-421806.0,39141000.0,42601000.0,6416399.0,,5666000.0,-10596000.0,-17732000.0
AdjustmentOfWarrantsGrantedForServices,,,,,,,,,10926.0,,21971.0,0.0,,,,,,,,0.0,0.0,-140167.0,114168.0,,,,,,,,,,,,,,,,,,,,
PromissoryNoteIssuedForSeverance,,,,,,,,,71500.0,71500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71500.0,0.0,71500.0,0.0,,,,,,,,,,,,,,,,,,,,,,
ImputedInterestFromShareholders,,,,,,,,,,,5068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,,,,,,,,,13392853.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedToAcquireMineralProperties,,,,,,,,,,0.0,0.0,19105000.0,0.0,0.0,0.0,0.0,19105000.0,19105000.0,19105000.0,19105000.0,19105000.0,,,,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,4904000.0,5141000.0,17082000.0,0.0,23130.0,25428.0,84303.0,5825.0,2337369.0,10022512.0,37000.0,17000.0,1235468.0,508795.0,5224.0,1551299.0,10157000.0,0.0,73778.0,3604.0,3834.0,,259013.0,279953.0,511000.0,229347.0,8849.0,1006122.0,392334.0,287962.0,8966000.0,124957.0,27030000.0,105464.0,7848.0,35478.0,100744.0
WarrantsIssuedForMineralPropertyCosts,,,,,,,,,,1258000.0,1258000.0,1258000.0,1258000.0,0.0,0.0,0.0,0.0,1258000.0,1258000.0,1258000.0,1258000.0,,,,,,,,,,,,,,,,,,,,,,
SubscriptionsReceivedOnPreferredSharesToNonControllingInterest,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharePaymentsReceivedForOptionsGrantedOnMineralProperties,,,,,,,,,,0.0,990000.0,990000.0,990000.0,990000.0,990000.0,990000.0,0.0,0.0,0.0,0.0,990000.0,,,,,,,,,,,,,,,,,,,,,,
CommonSharesIssuedForSeverance,,,,,,,,,,340600.0,340600.0,0.0,0.0,415600.0,415600.0,0.0,0.0,415600.0,415600.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
MarketableSecuritiesRealizedGainLoss,,,,,,,,,,0.0,1836011.0,0.0,0.0,1836011.0,1720016.0,0.0,0.0,87217.0,0.0,87217.0,1000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
DebtInstrumentConvertibleInterestExpense,,,,,,,,,881891.0,0.0,0.0,0.0,108199.0,0.0,-1149630.0,19623.0,214414.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesReceivedFromMineralPropertyOptionPayment,,,,,,,,,,-2760000.0,0.0,-2760000.0,0.0,0.0,-2760000.0,-2760000.0,-2760000.0,-2760000.0,-2760000.0,-2760000.0,-2760000.0,0.0,-2760000.0,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,4793.0,6588.0,7200.0,6821.0,-17544.0,,0.0,0.0,-17667.0,-17667.0,0.0,0.0,-17667.0,-930.0,,,,,,4807.0,0.0,18686.0,653766.0,84.0,,0.0,653766.0,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,329679.0,0.0,33369570.0,3380952.0,3918959.0,33678389.0,26000.0,0.0,0.0,62527213.0,0.0,0.0,0.0,0.0,0.0,0.0,61498.0,,0.0,2624487.0,0.0,,,0.0,95750.0,,972387.0,95750.0,,,,,,
IncreaseDecreaseInDeferredCharges,,,,,,,-30000.0,,-50000.0,2000.0,58000.0,70000.0,-342623.0,33000.0,32500.0,32500.0,-4554000.0,0.0,32500.0,0.0,0.0,-32500.0,-32500.0,,0.0,-56000.0,0.0,95008.0,0.0,40000.0,0.0,0.0,30000.0,0.0,,,0.0,38340.0,59556.0,61705.0,25102.0,,17275.0
IncreaseDecreaseTradeReceivables,,,,,,,,,93287.0,,2950253.0,6436356.0,-1050615.0,9412728.0,2950253.0,13835731.0,-2272270.0,10168523.0,8762067.0,4871119.0,5365640.0,,,,,,,,,,,,,,,,,,,,,,
WarrantIssuanceIncomeExpense,,,,,,,,,,0.0,533223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19880864.0,0.0,-19880864.0,,,,,,,,,,,,,,,,,,,,,,
DerivativeGainOnDerivative,,,,,,,,,,0.0,0.0,0.0,3082330.0,676095.0,94991.0,1231083.0,,1123384.0,162963.0,1029409.0,,-23152.0,162963.0,316472.0,,2650532.0,3223429.0,,576533.0,595512.0,464286.0,576533.0,695912.0,-1150330.0,158292.0,68275.0,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,3125.0,-1422.0,-27.0,-790.0,-54036.0,35915.0,505.0,0.0,2674.0,-162.0,-8108.0,-3350.0,7012.0,28434.0,92631.0,32223.0,-46116.0,,,,,,,,,,1771.0,-128.0,,,29254.0,,,
CommonSharesIssuedForResearchAndDevelopmentExpenses,,,,,,,,,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,800000.0,800000.0,0.0,0.0,800000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,,,-55372.0,29138.0,680495.0,155434.0,932476.0,412785.0,48578.0,576255.0,277756.0,93132.0,1245553.0,1674009.0,421181.0,-173184.0,7658.0,-36264.0,621583.0,261476.0,-2736926.0,191663.0,21946.0,21946.0,341447.0,114259.0,115154.0,274561.0,139164.0,-368702.0,,-12295.0,,,,
AccruedInterestFromReclamationTrustFund,,,,,,,,,,,-59000.0,,-9000.0,-16000.0,,-3000.0,-6000.0,-7000.0,-7000.0,-3000.0,-6000.0,-7000.0,,-2000.0,,,,,,,,,,,,,,,,,,,
NotesReduction,,,,,,,,,,0.0,0.0,0.0,1114182.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,-641326.0,0.0,0.0,-10706.0,0.0,0.0,0.0,,0.0,0.0,,,,,,38942.0,-20327.0,-30923.0,,-37591.0,-26395.0,-30923.0,,,,,,,,,,,
CommonStockIssuedForExploration,,,,,,,,,95521.0,95521.0,96521.0,96521.0,96521.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FinancingInterestExpense,,,,,,,,,2727.0,6867.0,889117.0,1091025.0,0.0,-9590.0,490.0,43506.0,59124.0,57985.0,1307785.0,10591916.0,,,,,,,,,,,,469800.0,15358.0,59378.0,,501350.0,39000.0,,501350.0,48000.0,154721.0,24000.0,48000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,241639.0,2219724.0,2220609.0,11400000.0,0.0,106000.0,0.0,0.0,0.0,0.0,100000.0,0.0,200000.0,,1477774.0,0.0,159610.0,37990000.0,0.0,,159610.0,,,,,,,0.0,0.0,,94199.0,,,,
CommonStockIssuedForMineralPropertyAgreement,,,,,,,,,15000.0,0.0,0.0,0.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MineralPropertyExpenditures,,,,,,,,,,0.0,22395449.0,0.0,0.0,-79512.0,22395449.0,0.0,0.0,0.0,22395449.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfPrepaidInsurancePremium,,,,,,,,,,,131000.0,,59000.0,95000.0,95000.0,26000.0,52000.0,79000.0,157000.0,,,,,,,,,,,,,,,,,,,,,,,,
NonCashAdjustmentToExplorationCosts,,,,,,,,,,-204753.0,0.0,0.0,0.0,0.0,0.0,-204753.0,-204753.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
LaborAndRelatedExpense,,,,,,,,,60158.0,9000.0,2828316.0,186277.0,281674.0,9000.0,81000.0,405179.0,28000.0,0.0,0.0,0.0,377362.0,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToOfficersAndStockholders,,,,,,,,,,346727.0,5717.0,350761.0,,,,,,0.0,-44554.0,,,,,,,,,,,,,-107328.0,,,,,,,,,,,
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,,,,,,,,,-2259171.0,9402057.0,-4365857.0,-843804.0,-2259171.0,-2310731.0,-4365857.0,-548042.0,-1595152.0,-1394770.0,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,-794.0,-108856.0,0.0,-794.0,-794.0,0.0,,,,,,,0.0,0.0,,,,,-113170.0,-1588655.0,-523058.0,19785.0,13853.0,-1128239.0,-336.0,0.0,0.0,-23724.0,-11163618.0,,,,,,
IncreaseDecreaseInFinanceReceivables,,,,,,,,,,,-4900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentForAcquisitionOfSubsidiary,,,,,,,,,,114185.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeposits,,,,,,,,,-30904.0,-70879.0,-38506.0,-30502.0,-30904.0,-72102.0,-38506.0,-4559.0,-188949.0,-1668.0,-9277243.0,0.0,-3500.0,-8427528.0,36.0,6051356.0,0.0,-9099.0,,479.0,-543950.0,-9099.0,,-18377.0,2000.0,6123266.0,-20717.0,44957.0,,,,0.0,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,42085.0,695.0,14164.0,695.0,59725.0,3250.0,38556.0,0.0,695.0,0.0,1042045.0,7309.0,233303.0,607870.0,11183.0,0.0,3807.0,-4417224.0,45736.0,-400130.0,425.0,2997828.0,5515277.0,240103.0,6182378.0,-26388.0,-62303.0,-987292.0,18315114.0,433.0,51020.0,44441.0,6606.0,51020.0,-5132.0
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,1655.0,79.0,296.0,,-1277.0,57.0,5113.0,,1870.0,-493.0,5113.0,-4211.0,-519.0,-676.0,-4099.0,-4211.0,-2238.0,-676.0,-763.0,4252.0,-2238.0,-220.0,-763.0,4252.0,251.0,-956.0,126.0,-679.0,-956.0,126.0,229.0,47.0,610.0,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,38400.0,75597.0,478242.0,19200.0,108000.0,25709.0,2400.0,1800.0,316617.0,-2586.0,-143122.0,0.0,-18403.0,-18403.0,1200.0,1800.0,24633.0,2400.0,123282.0,-350000.0,0.0,41465.0,123282.0,1800.0,-43036.0,2400.0,24836.0,1800.0,-4401.0,80397.0,72925.0,-11260.0,600.0,29149.0,
ProceedsFromDepositsWithOtherInstitutions,,,,,,,,,0.0,0.0,0.0,213232.0,213232.0,0.0,,216232.0,0.0,3000.0,0.0,3000.0,,,0.0,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDrillingAdvances,,,,,,,,,,122735.0,120425.0,71668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,-790084.0,-862092.0,-737130.0,,20511.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
CashAcquiredOnRecapitalization,,,,,,,,,,,0.0,1774.0,,1774.0,1774.0,0.0,,0.0,1774.0,1774.0,,,,,,,,,,,,,,,,,,,,,,,
TransferOfInvestments,,,,,,,,,,-110770.0,-3115889.0,-3115889.0,-3115889.0,0.0,-2935895.0,0.0,-2935895.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForPatentRegistration,,,,,,,,,,,1265.0,5372.0,4809.0,244.0,2060.0,0.0,4809.0,9637.0,9666.0,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,,,,,,,,,,,0.0,15000.0,15000.0,15000.0,15000.0,0.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherNonoperatingExpense,,,,,,,,,67885.0,141155.0,504160.0,0.0,504160.0,636075.0,504160.0,-34415.0,0.0,126711.0,504160.0,565.0,-17.0,50329.0,211121.0,,,,,,,,,,,,,,,,,,,,
PaymentForProceedsFromUnprovedInterests,,,,,,,,,,,-3448099.0,,,0.0,-3448099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodwillPeriodIncreaseDecrease,,,,,,,,,,0.0,-2857819.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashInterestIncome,,,,,,,,,,25619.0,25619.0,25619.0,0.0,25619.0,25619.0,0.0,25619.0,0.0,0.0,0.0,25619.0,,,,,,,,,,,,,,,,,,,,,,
ChangeInFairValueOfDerivativeLiability,,,,,,,,,,0.0,228741.0,485358.0,228741.0,228741.0,231262.0,-453790.0,-453790.0,,,,,,,,,,,,,,,,,,,,,,,,,,
DispositionOfUnprovedInterests,,,,,,,,,,,1484922.0,,,1484922.0,2344822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToDevelopSoftware,,,,,,,,,4425.0,0.0,650.0,0.0,4425.0,15000.0,4425.0,15000.0,15000.0,15000.0,4000.0,15000.0,15000.0,4425.0,,0.0,,,,,,,,,,,,,,,,,,,
GainLossOnSettlementOfAccountsPayable,,,,,,,,,-693090.0,-778053.0,0.0,-778053.0,0.0,-778053.0,-778053.0,0.0,0.0,0.0,-1754933.0,-1754933.0,0.0,199655.0,-976880.0,-976880.0,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInReceivables,,,,,,,,,-28930.0,3252.0,4262.0,0.0,-15572000.0,0.0,1849.0,-18012.0,79096.0,-394.0,8565.0,91019.0,47088.0,5011000.0,2368.0,1861.0,-11944.0,8254000.0,0.0,-4978.0,-195.0,56049000.0,39857000.0,16837000.0,10042.0,22302000.0,-17404000.0,-49376.0,-64026.0,-32200.0,12359000.0,-64582.0,-64026.0,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,4333.0,-103445.0,-617888.0,1014571.0,266986.0,77004.0,0.0,0.0,-280177.0,-383831.0,0.0,330875.0,102218.0,-139117.0,-3186.0,83222.0,14752.0,-3580512.0,0.0,,33979.0,-29385.0,-131.0,913486.0,-3090853.0,682000.0,1799488.0,-104658.0,741392.0,-521367.0,-175000.0,-22152.0,348416.0,-20635.0,1848900.0
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,-773000.0,-1070000.0,779149.0,2082263.0,1965945.0,1532000.0,16185000.0,3625.0,13396000.0,1532000.0,20000.0,2016000.0,973000.0,10267302.0,195.0,1073.0,612611.0,-769.0,7821000.0,390000.0,168000.0,185177.0,171261.0,170612.0,-113932.0,-113932.0,-113932.0,0.0,0.0,0.0,3634000.0,-428000.0,4153000.0,,-5936000.0,413000.0,-5313000.0
IncreaseDecreaseInOtherAccountsPayable,,,,,,,,,,0.0,26422.0,-48100.0,78259.0,0.0,,7101150.0,,,,7101150.0,3714.0,0.0,0.0,,23749.0,9684.0,19904.0,-10354585.0,23749.0,,,-24134831.0,,,-24134831.0,,,,,,,,
InterestExpenseOnContingentlyConvertibleLoan,,,,,,,,,,236798.0,236798.0,236798.0,0.0,0.0,0.0,0.0,0.0,236798.0,236798.0,236798.0,236798.0,,,,,,,,,,,,,,,,,,,,,,
WarrantsIssuedOnSettlementOfLegalAction,,,,,,,,,,,0.0,,,,366000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DeferredRevenueRevenueRecognized,,,,,,,,,,,-117137.0,-755442.0,0.0,-451654.0,0.0,0.0,-84849.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,3250.0,33239.0,0.0,0.0,56962.0,10761.0,0.0,-67234.0,-117049.0,0.0,0.0,-408490.0,0.0,0.0,0.0,0.0,72308.0,0.0,0.0,0.0,0.0,3617.0,0.0,-1527301.0,0.0,0.0,0.0,3617.0,0.0,-38.0,2466.0,,-18136.0,401000.0
PaymentsToAcquireRestrictedInvestments,,,,,,,,,1154573.0,9189.0,275285.0,1154969.0,275020.0,275152.0,0.0,527.0,527.0,12724097.0,1156078.0,1156078.0,536.0,623.0,248.0,88.0,146.0,,4712.0,110955.0,-39061.0,-984498.0,6447016.0,110955.0,-140136.0,397534.0,180919.0,,,,,,,,
IncreaseDecreaseInLongTermReceivablesCurrent,,,,,,,,,,,2678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseDueFromAffiliates,,,,,,,,,,-499043.0,-12920.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossOnExtinguishmentOfContingentlyConvertibleLoan,,,,,,,,,,0.0,83202.0,0.0,0.0,83202.0,83202.0,83202.0,0.0,0.0,83202.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,0.0,0.0,82584.0,0.0,-161.0,65000.0,-599000.0,0.0,0.0,,-21000.0,-47.0,0.0,49788.0,,-3000.0,-35413.0,-25035.0,-186649.0,-17224.0,83388.0,72067.0,0.0,-251091.0,83388.0,-3708000.0,83388.0,0.0,-27899000.0,,,,,
TotalNoncashfinancingactivities,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,,,,,,426834.0,0.0,955383.0,2766368.0,9917775.0,20108103.0,0.0,0.0,633720.0,0.0,153192.0,,0.0,,153192.0,,0.0,,,,,,,,,,,,,1704.0,,,,
GainLossOnContractTermination,,,,,,,,,,,0.0,,,,0.0,0.0,-4117663.0,,0.0,0.0,-4117663.0,0.0,,,,,,0.0,-386906.0,,,0.0,-386906.0,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,78000.0,74000.0,522274.0,1662000.0,267660.0,1041008.0,8823000.0,433107.0,3748.0,0.0,122266.0,352554.0,362588.0,352554.0,4313000.0,172438.0,11000.0,1696000.0,-797945.0,0.0,692344.0,625.0,0.0,-14982.0,46121.0,148741.0,1283000.0,32000.0,1231.0,295752.0,-88000.0,-247000.0,294000.0,,632000.0,294000.0,1758000.0
PurchaseOfTechnologyRights,,,,,,,,,,15000.0,15000.0,15000.0,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,-172985.0,-203671.0,-21252.0,0.0,-21252.0,-22906.0,0.0,-31828.0,-1074.0,-37599.0,0.0,-17928.0,0.0,-17928.0,-2886.0,0.0,,,,,,,,,,,,,,,,,,,
InterestExpenseOnDebentures,,,,,,,,,,764142.0,764142.0,0.0,0.0,0.0,764142.0,764142.0,764142.0,0.0,0.0,764142.0,0.0,,,,,,,,,,,,,,,,,,,,,,
RentContributed,,,,,,,,,750.0,0.0,750.0,0.0,3750.0,750.0,3750.0,3750.0,3750.0,0.0,0.0,3750.0,0.0,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,,,-60230.0,,,,,,,,,,,,,,,47782.0,589415.0,2908357.0,,47782.0,47782.0,589415.0,-5668290.0,0.0,0.0,62576.0,,,,,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,,,,,3100000.0,3100000.0,1600000.0,530000.0,0.0,3100000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,21000.0,521545.0,721806.0,721806.0,0.0,,0.0,721806.0,0.0,,,,,0.0,,,,,,,,
PaymentsToAcquireOilAndGasProperty,,,,,,,,,,3843110.0,12122573.0,12150531.0,247092.0,4076186.0,274132.0,186770.0,4174145.0,244229.0,91613.0,0.0,56422.0,56422.0,64381.0,0.0,,,,,,,,,,,,,,,,,,,
ProceedsFromSubordinatedShortTermDebt,,,,,,,,,,-61270.0,-85270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoansToAffiliatedCompany,,,,,,,,,,,-2750000.0,,,-2750000.0,-2750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,-127701.0,,2216300.0,126223.0,0.0,-94067.0,1817821.0,-1242193.0,44467.0,251060.0,26550.0,173486.0,2540.0,95938.0,139048.0,-22160.0,2540.0,-2464580.0,-51000.0,-382201.0,631801.0,2940391.0,2872998.0,-3618933.0,35613.0,144565.0,-3799328.0,2060496.0,3546962.0,,,1647.0,-947.0,,1647.0
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,5134000.0,7027000.0,64328.0,149762.0,-7355000.0,164787.0,144646.0,-1123718.0,148000.0,305000.0,-342863.0,0.0,415514.0,525030.0,-342863.0,-222100.0,525030.0,9431000.0,-533133.0,0.0,482020.0,-135000.0,176.0,11125.0,-1546000.0,514823.0,21054.0,11125.0,-916000.0,64391.0,0.0,70258.0,-58000.0,-673000.0,405000.0,50816.0,3555.0
LossOnExtinguishmentOfDebentures,,,,,,,,,,33847.0,0.0,0.0,0.0,33847.0,33847.0,0.0,33847.0,33847.0,0.0,33847.0,0.0,,,,,,,,,,,,,,,,,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,,0.0,4500.0,0.0,6250.0,0.0,-1370486.0,-1370486.0,,0.0,0.0,0.0,15775.0,-1370486.0,,,,,,,,,,,,,,,,,,,,,
NonCashActivities,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,,,0.0,80000.0,,-14124000.0,56959000.0,65813000.0,20639000.0,-7857000.0,7854000.0,65813000.0,-61511.0,-13565000.0,-4928000.0,9151000.0,23257000.0,-29094000.0,-6309000.0,3618000.0,21347000.0,271572000.0,-3206000.0,-40953000.0,-7341000.0,36690000.0,-13097000.0,22170000.0,-21000.0,19222000.0,50275000.0,309000.0,49885000.0,4603000.0,-54661000.0,43367000.0
PaymentsToAcquireProductiveAssets,,,,,,,641000.0,2310000.0,15053000.0,1000000.0,5120000.0,13879000.0,148318.0,447341.0,0.0,29165.0,22747000.0,236131.0,5597000.0,8000.0,0.0,236131.0,12461000.0,42608.0,19250.0,0.0,20645000.0,24822000.0,23906000.0,40594.0,813912.0,12037.0,52629.0,1473000.0,3126000.0,7801000.0,575909.0,2103000.0,3917300.0,210680.0,575909.0,89899.0,191888.0
InvestmentIncomeInterestAndDividend,,,,,,,,,,,2809.0,2809.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAcquisitionAccountsPayables,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,3424.0,46097.0,0.0,0.0,0.0,-86818.0,-1237.0,-16000.0,0.0,7875.0,7875.0,8875.0,,,1000.0,0.0,1000.0,0.0,1000.0,2.0,9.0,142627.0,1146785.0,1146785.0,-594895.0,0.0,-422426.0,383728.0,1000.0,19000.0,3000.0,9000.0,-65000.0,,
ProceedsFromContributionsFromAffiliates,,,,,,,,,70967.0,274103.0,191562.0,0.0,418236.0,274103.0,,0.0,2161000.0,0.0,0.0,0.0,274103.0,0.0,0.0,674.0,61256000.0,0.0,498616.0,498616.0,,,,,,,,,,,,,,,
PaymentsToExploreAndDevelopOilAndGasProperties,,,,,,,,,806077.0,2097192.0,18031.0,70408.0,0.0,250137.0,16487.0,19383.0,22279.0,179247.0,16487.0,19383.0,614280.0,511250.0,79263.0,28601.0,614280.0,,79263.0,144916.0,169539.0,,1241575.0,,,,,,,,,,,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,150883.0,37820.0,131716.0,-3930.0,0.0,3573604.0,0.0,0.0,-37011.0,0.0,-9193.0,-30000.0,0.0,7115.0,-2143.0,50000.0,-55673.0,28212.0,193954.0,20574.0,9424711.0,-90000.0,11861.0,0.0,-1898.0,52846.0,-90000.0,5575.0,5204.0,-9191.0,66119.0,-1869.0,-3578.0,-4386.0,-1869.0
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,0.0,88.0,17279.0,0.0,-56498.0,16595.0,115297.0,0.0,0.0,12000.0,-1340.0,61287.0,150.0,-125276.0,33755.0,250.0,77871.0,-125276.0,-8307.0,-48788.0,-7587.0,,,,,,2150000.0,,0.0,509000.0,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,3900410.0,6433339.0,-15000.0,0.0,-829125.0,-1029879.0,0.0,0.0,7946301.0,-114845.0,-173.0,0.0,0.0,-173.0,-173.0,0.0,282849.0,457848.0,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfDebt,,,,,,,,,2139517.0,303198.0,0.0,112500.0,128209636.0,112500.0,0.0,112500.0,36812185.0,0.0,194729666.0,0.0,91614488.0,,2475000.0,1705000.0,79300.0,,2475000.0,2475000.0,21550000.0,,,,,,96918000.0,,,514485000.0,,,34000.0,,
